Best Model,Best Model Forward Features,Best Model Backward Features,Best Model Score
SVM,"(Index(['Q9Y4H2', 'P18206', 'Q9BUH6', 'P06753', 'Q9UNF0', 'P43304', 'Q8IVT2',
       'Q08357', 'Q01995', 'Q13356', 'Q9NW13', 'P05091', 'Q9UBI1', 'Q9UKD2',
       'A4D1S0', 'Q9Y4K1', 'Q9HC84', 'Q8IYS2', 'Q8WZA9', 'Q9NQG6'],
      dtype='object'),)","Index(['Q9Y4H2', 'P14555', 'P49006', 'P18206', 'O00468', 'Q9BUH6', 'Q9UNF0',
       'Q53G44', 'Q12888', 'Q8NBX0', 'Q9UHV9', 'P62258', 'P05091', 'Q9UBI1',
       'A4D1S0', 'Q99459', 'Q96SB3', 'Q8WZA9', 'P04049', 'Q96PK6'],
      dtype='object')",0.56019659
SVM,"(Index(['P59768', 'Q9UNS1', 'P09327', 'P18206', 'P15923', 'Q86VP6', 'P05164',
       'P55263', 'Q14554', 'Q9H9Z2', 'P20962', 'Q9NS91', 'P31483', 'Q9UQ35',
       'Q96CT7', 'Q92925', 'Q8TE68', 'Q9UHB9', 'Q7Z3J2', 'Q14643'],
      dtype='object'),)","Index(['Q8WWH5', 'O15357', 'Q9BR61', 'Q15063', 'P98172', 'Q6XQN6', 'Q9UNS1',
       'P49006', 'P09327', 'P17858', 'P55060', 'Q7Z6I8', 'Q9NVM6', 'O75717',
       'Q9NS91', 'Q6UWE0', 'Q13123', 'Q9Y315', 'Q14974', 'Q5JSZ5'],
      dtype='object')",0.484965778
SVM,"(Index(['Q9Y4H2', 'Q8WUQ7', 'P20810', 'P08559', 'P14555', 'P02766', 'Q8IVT2',
       'Q7Z6I8', 'Q9HCS7', 'Q9UI15', 'Q08380', 'P09758', 'Q9HC84', 'P28838',
       'O75533', 'Q02318', 'P04114', 'P49788', 'Q86V59', 'Q92974'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q9H477', 'Q16643', 'Q9Y277', 'P55263', 'P11586', 'Q9UHB6',
       'Q9HCS7', 'Q9UHV9', 'Q9C0C2', 'Q9H6R3', 'Q9NS91', 'Q9UID3', 'Q92667',
       'O60231', 'Q8N556', 'Q8IVF2', 'Q9H115', 'P14317', 'Q86V59'],
      dtype='object')",0.487012229
SVM,"(Index(['Q15149', 'Q9BR61', 'P20810', 'Q99575', 'P51452', 'Q8IVT2', 'Q08211',
       'P53985', 'Q96CT7', 'P56182', 'Q8IUD2', 'O75369', 'P33316', 'Q9UQ80',
       'P78371', 'P04049', 'O43432', 'Q9NQG6', 'O60645', 'P15428'],
      dtype='object'),)","Index(['Q68DK7', 'O94826', 'Q9BR61', 'Q99575', 'Q9H0R6', 'Q7Z6I8', 'P35251',
       'P31327', 'O75569', 'P20962', 'P35606', 'P53985', 'Q96CT7', 'P56182',
       'Q8IUD2', 'O75369', 'Q9UQ80', 'O43432', 'O60645', 'P62913'],
      dtype='object')",0.609605947
XGBoost,"(Index(['Q9Y4H2', 'Q96L58', 'P98172', 'Q01813', 'Q99575', 'O95785', 'O15020',
       'P53985', 'Q10471', 'P46379', 'Q9NSD9', 'P52758', 'Q9Y315', 'P09758',
       'Q99543', 'Q9UHI6', 'P56182', 'Q92499', 'P46926', 'Q14761'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q6SPF0', 'Q8TCS8', 'P52701', 'P30260', 'Q9GZT9', 'Q15149',
       'P98172', 'Q14498', 'P26641', 'Q6XQN6', 'Q03252', 'P19404', 'P13995',
       'P17858', 'Q9UNF0', 'O95785', 'Q9NU22', 'P55263', 'Q52LJ0'],
      dtype='object')",0.502099352
SVM,"(Index(['P36578', 'Q9P258', 'Q96L91', 'Q8N4T8', 'Q9GZT9', 'Q15149', 'Q01813',
       'Q53H12', 'Q86VP6', 'P67809', 'Q12929', 'P20962', 'Q9C0C2', 'P62258',
       'A4D1S0', 'Q9H4A6', 'Q15785', 'Q14974', 'O43795', 'P78371'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q9Y490', 'Q15149', 'Q15063', 'P26641', 'Q9NVA2', 'O14981',
       'O00468', 'P13995', 'Q8NCN4', 'Q6P1J9', 'P67809', 'Q7Z6I8', 'Q5JVF3',
       'Q9NS91', 'Q99543', 'O43795', 'P04049', 'P35637', 'Q9UHB9'],
      dtype='object')",0.59127218
SVM,"(Index(['Q68DK7', 'O94826', 'O60716', 'Q96FQ6', 'Q9H0R6', 'O15382', 'Q8IVT2',
       'P35240', 'P55263', 'P29966', 'Q8WUB8', 'Q9NW13', 'O94906', 'Q9UID3',
       'P10636', 'P05091', 'Q99459', 'Q15833', 'O14744', 'Q14168'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q68DK7', 'P55036', 'Q9UNF1', 'O94826', 'P31948', 'P08559',
       'P43304', 'Q96FQ6', 'Q9H0R6', 'O15382', 'Q8IVT2', 'P80723', 'P55263',
       'Q9NW13', 'Q9UID3', 'Q15833', 'O14744', 'Q14168', 'O75643'],
      dtype='object')",0.406343136
SVM,"(Index(['Q9Y4H2', 'Q96L91', 'Q8WWH5', 'P02786', 'Q96D96', 'Q01813', 'P15923',
       'Q8NCM8', 'P30038', 'P27482', 'P31327', 'O43272', 'Q9H6R3', 'P53985',
       'P50416', 'P05091', 'Q86XP3', 'P26006', 'A4D1S0', 'P05386'],
      dtype='object'),)","Index(['Q9Y4H2', 'P02786', 'Q96T51', 'Q14008', 'Q9H477', 'Q96D96', 'Q01813',
       'Q7Z3D6', 'P15923', 'P30038', 'P27482', 'P31327', 'P11586', 'O43272',
       'Q5JVF3', 'Q9H6R3', 'P50416', 'A4D1S0', 'P13591', 'Q15833'],
      dtype='object')",0.554267211
SVM,"(Index(['Q9Y490', 'Q9BUP0', 'Q96NB2', 'P42858', 'P13796', 'P06753', 'Q53G44',
       'P02766', 'Q96ST3', 'P05164', 'P55263', 'P49327', 'Q08380', 'Q96CT7',
       'P19623', 'Q92925', 'A6NCS6', 'P30566', 'P82970', 'P11388'],
      dtype='object'),)","Index(['A1X283', 'Q96C19', 'Q9GZT9', 'Q15042', 'O14981', 'Q6XQN6', 'P42858',
       'P55060', 'Q53G44', 'P02766', 'Q12888', 'P05164', 'P55263', 'P29966',
       'P49327', 'P62258', 'Q9UID3', 'Q9UBI1', 'P82970', 'Q01664'],
      dtype='object')",0.452411272
SVM,"(Index(['P36578', 'Q96D53', 'P59768', 'Q8WVQ1', 'Q96T51', 'P20810', 'Q7Z5L9',
       'Q9NVC6', 'P19404', 'Q9UBQ7', 'P43304', 'Q9Y277', 'P05164', 'P06454',
       'O94906', 'O76021', 'Q9BQ69', 'Q5JWF2', 'Q68EM7', 'Q86UK7'],
      dtype='object'),)","Index(['P36578', 'Q68DK7', 'Q9BQE4', 'Q8WVQ1', 'Q15149', 'O60716', 'P20810',
       'Q9NVC6', 'O43837', 'P43304', 'Q9NVM6', 'O76021', 'P35606', 'Q9BY42',
       'Q4KMQ1', 'P49257', 'Q9UHI6', 'P46926', 'Q99459', 'Q96KM6'],
      dtype='object')",0.604973261
SVM,"(Index(['Q68DK7', 'P59768', 'Q15149', 'Q13423', 'Q7Z7L1', 'Q15293', 'P16383',
       'O75569', 'Q9Y2A7', 'P49327', 'Q14978', 'Q4KMQ1', 'A6NCS6', 'Q8IYS2',
       'Q96KM6', 'Q96SB3', 'Q9H0N5', 'Q8WZA9', 'Q01664', 'Q6YN16'],
      dtype='object'),)","Index(['Q68DK7', 'Q8WWH5', 'P26641', 'P13995', 'Q7Z3D6', 'P53814', 'P12270',
       'P16383', 'Q9Y2A7', 'O94906', 'Q14978', 'Q92667', 'P26006', 'O75175',
       'Q9NSD9', 'Q8IUD2', 'Q9BW92', 'O75369', 'Q9H0N5', 'P33316'],
      dtype='object')",0.649271839
SVM,"(Index(['Q8WUQ7', 'P52701', 'P59768', 'Q6P2E9', 'Q9BUP0', 'Q9BR61', 'P20810',
       'Q7Z5L9', 'Q12955', 'P18206', 'P42858', 'P19404', 'P30038', 'Q9H9Z2',
       'P20962', 'Q13751', 'Q9BY42', 'Q8N1G4', 'Q15785', 'O75369'],
      dtype='object'),)","Index(['P36578', 'P52701', 'P59768', 'Q15063', 'O15269', 'Q9UNS1', 'P18206',
       'Q7Z7L1', 'Q9H0R6', 'Q15293', 'P35251', 'Q9NW82', 'P20962', 'Q9NR33',
       'Q9UID3', 'Q8N1G4', 'P30566', 'O75533', 'O75369', 'O43795'],
      dtype='object')",0.601031131
SVM,"(Index(['P05154', 'Q9UNF1', 'Q9NQP4', 'O94826', 'Q96NB2', 'P31948', 'O60716',
       'Q9P1Y5', 'O95785', 'Q12888', 'Q8NCM8', 'P67809', 'P46821', 'Q13751',
       'Q4KMQ1', 'P27708', 'Q9HC84', 'Q9BW92', 'Q8NB49', 'P04114'],
      dtype='object'),)","Index(['Q9UNF1', 'P02786', 'O94826', 'O95785', 'P53814', 'Q8NCM8', 'P30038',
       'Q7Z6I8', 'Q08357', 'P46821', 'Q9NVM6', 'Q9HC84', 'O75533', 'Q9BW92',
       'P05386', 'Q5JSZ5', 'Q15075', 'Q69YQ0', 'Q32P44', 'Q96FS4'],
      dtype='object')",0.463468276
SVM,"(Index(['A1X283', 'P59768', 'Q15042', 'Q96D96', 'P14555', 'Q12955', 'Q5SQI0',
       'Q8TDL5', 'Q13751', 'Q9UHB6', 'O43272', 'Q9NVM6', 'Q08379', 'Q4KMQ1',
       'Q7Z4V5', 'P31483', 'Q6UWE0', 'Q08380', 'Q92667', 'Q9BZE9'],
      dtype='object'),)","Index(['Q8TCS8', 'Q68DK7', 'P59768', 'P30260', 'P98172', 'Q9UNF0', 'Q13573',
       'Q1KMD3', 'Q9NVM6', 'Q08379', 'O60524', 'P49327', 'Q9GZU2', 'Q9NS91',
       'Q4KMQ1', 'P05091', 'Q9Y4K1', 'P09758', 'Q99543', 'Q96KM6'],
      dtype='object')",0.541754717
SVM,"(Index(['Q9BQE4', 'Q01780', 'P35221', 'Q5VSL9', 'Q9UNS1', 'Q99733', 'P15923',
       'Q8WUB8', 'Q8WUY3', 'Q6UWE0', 'P31040', 'P19623', 'Q8TE68', 'O75533',
       'Q9BW92', 'P62913', 'Q69YQ0', 'P15428', 'P08727', 'Q96CW5'],
      dtype='object'),)","Index(['A6NIH7', 'Q68DK7', 'Q5VSL9', 'P98172', 'O60701', 'P30038', 'Q9NW82',
       'O95425', 'P49327', 'Q969H8', 'Q9UID3', 'Q92667', 'Q86XP3', 'A6NCS6',
       'Q92499', 'P46926', 'Q8WZA9', 'Q92804', 'Q8IVF2', 'P78549'],
      dtype='object')",0.438851166
SVM,"(Index(['P05154', 'Q9H477', 'P20810', 'Q9UBQ7', 'Q8TDL5', 'P05164', 'P53985',
       'P52758', 'Q9C0H9', 'Q15785', 'Q96KM6', 'Q9BQ69', 'P10586', 'Q8TEX9',
       'P15428', 'Q96CW5', 'P78549', 'P09601', 'Q14168', 'P49788'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q9P258', 'Q7Z7L1', 'Q86VP6', 'P78362', 'Q9H9Z2', 'Q9P260',
       'O43272', 'Q9C0C2', 'P26006', 'Q9C0H9', 'Q14761', 'Q5JSZ5', 'O43432',
       'Q02318', 'P61970', 'Q86UK7', 'P52815', 'P09601', 'Q14168'],
      dtype='object')",0.499222538
SVM,"(Index(['Q6SPF0', 'Q9Y490', 'O94826', 'Q16643', 'Q7Z5L9', 'P19404', 'Q9BUH6',
       'Q9UNF0', 'P35251', 'Q1ED39', 'P27482', 'P80723', 'P46821', 'Q92817',
       'Q9H6R3', 'Q9NS91', 'O76021', 'Q9UQ35', 'P26006', 'Q9NQG6'],
      dtype='object'),)","Index(['P52701', 'P02786', 'O94826', 'Q96C19', 'P19404', 'P13796', 'O60701',
       'Q7Z6I8', 'Q6PK04', 'P46821', 'Q14554', 'Q92817', 'Q01995', 'Q13356',
       'O95425', 'Q9NS91', 'P05091', 'P61764', 'O60645', 'Q9HA77'],
      dtype='object')",0.302722424
SVM,"(Index(['O00468', 'Q9UBQ7', 'O15382', 'P80723', 'P20962', 'O95425', 'O43272',
       'Q9GZU2', 'Q14978', 'Q92925', 'A6NCS6', 'Q9C0H9', 'Q92499', 'Q5T653',
       'Q01664', 'P04114', 'Q8TEW0', 'P15428', 'Q96CW5', 'O75643'],
      dtype='object'),)","Index(['P59768', 'Q96C19', 'O60716', 'Q01813', 'Q99575', 'P06753', 'Q6P1J9',
       'O43272', 'Q9NR33', 'Q9UI15', 'Q4KMQ1', 'P49257', 'Q13123', 'P52758',
       'Q9C0H9', 'Q92499', 'P46926', 'P20618', 'Q5T653', 'Q14195'],
      dtype='object')",0.607292413
SVM,"(Index(['Q96L91', 'P05154', 'Q9BUP0', 'Q8TAE8', 'O15269', 'Q8N0Z6', 'P31948',
       'Q9H477', 'P26641', 'P14555', 'Q96FQ6', 'P27482', 'P06454', 'Q52LJ0',
       'Q8WUY3', 'P49327', 'P50416', 'O60231', 'Q8N5M9', 'P35637'],
      dtype='object'),)","Index(['Q9UNF1', 'Q9BUP0', 'Q8N0Z6', 'Q9H477', 'Q01831', 'Q9UNS1', 'P14555',
       'P49006', 'Q7Z3D6', 'O60701', 'P27482', 'Q9NU22', 'Q8WUB8', 'Q8WUY3',
       'Q9NR33', 'P78318', 'P10636', 'P82970', 'P33316', 'Q01664'],
      dtype='object')",0.451793923
SVM,"(Index(['Q68DK7', 'Q8N4T8', 'Q14008', 'Q01813', 'P43304', 'Q13573', 'Q9NU22',
       'Q14554', 'Q9NW13', 'Q08380', 'P52758', 'Q99543', 'Q9C0H9', 'Q96KM6',
       'Q96SB3', 'P78371', 'O60645', 'Q9Y240', 'Q86UK7', 'Q12788'],
      dtype='object'),)","Index(['P52701', 'Q96C19', 'O15269', 'P53618', 'Q8N1S5', 'P53814', 'Q9NU22',
       'O75717', 'Q14978', 'Q4KMQ1', 'Q10471', 'Q5JTZ9', 'Q9UHI6', 'P22102',
       'Q9Y230', 'P78371', 'Q01664', 'Q8IVF2', 'Q86UK7', 'Q14134'],
      dtype='object')",0.459312164
SVM,"(Index(['O15269', 'Q53G44', 'P15923', 'O43395', 'Q13573', 'O95782', 'P67809',
       'Q13356', 'Q8WUB8', 'Q9P260', 'Q8WUY3', 'O15020', 'P31483', 'Q92667',
       'Q9Y4K1', 'O75533', 'P78371', 'Q92804', 'O14744', 'Q68EM7'],
      dtype='object'),)","Index(['O43395', 'O95782', 'P16383', 'P31327', 'Q01995', 'Q8WUB8', 'Q9NVM6',
       'O15020', 'Q08379', 'P62258', 'Q13439', 'Q9UID3', 'Q92667', 'P52758',
       'Q2TAY7', 'Q8NB49', 'Q8N556', 'Q9Y2W6', 'Q8TEW0', 'Q68EM7'],
      dtype='object')",0.576058183
SVM,"(Index(['P30260', 'Q96L58', 'Q96NB2', 'Q16643', 'Q6XQN6', 'P18206', 'Q15293',
       'P98196', 'P33176', 'P05091', 'Q86XP3', 'Q13123', 'Q9C0H9', 'P39059',
       'O95613', 'P61764', 'Q68EM7', 'Q96FS4', 'Q92922', 'Q14134'],
      dtype='object'),)","Index(['Q96L91', 'P02786', 'Q96NB2', 'Q9H477', 'Q16643', 'O14981', 'Q6XQN6',
       'Q01831', 'Q7KZF4', 'P09327', 'Q8NCN4', 'Q7Z4V5', 'Q0VDF9', 'Q9C0H9',
       'Q99459', 'O75533', 'P33316', 'P04114', 'Q14643', 'P78549'],
      dtype='object')",0.615014426
SVM,"(Index(['Q9Y4H2', 'A1X283', 'Q9UNF1', 'Q9NQP4', 'Q8IYS1', 'Q14008', 'P02766',
       'O60701', 'P31327', 'P05164', 'Q9H9Z2', 'Q9C0C2', 'Q9NS91', 'P05091',
       'Q5JWF2', 'Q14195', 'Q9Y240', 'A7MBM2', 'P52815', 'Q92922'],
      dtype='object'),)","Index(['P30260', 'Q14008', 'O00468', 'P51452', 'Q8TDL5', 'O60701', 'P05164',
       'Q9Y2A7', 'Q9H9Z2', 'Q9NS91', 'Q9NVZ3', 'P46926', 'P33316', 'P61970',
       'Q14195', 'Q16555', 'Q9Y240', 'A7MBM2', 'P52815', 'Q92922'],
      dtype='object')",0.421917789
SVM,"(Index(['Q96JP5', 'Q8TCS8', 'Q6P2E9', 'Q03252', 'Q53G44', 'P15923', 'Q8TDL5',
       'P20962', 'O75717', 'Q9GZU2', 'O76021', 'P35606', 'P50416', 'O00273',
       'Q96CT7', 'Q92925', 'P22102', 'P82970', 'Q02318', 'O60645'],
      dtype='object'),)","Index(['Q9BQE4', 'P35221', 'Q96C19', 'O60716', 'P20810', 'Q7Z3D6', 'P78362',
       'O15382', 'P55263', 'O15020', 'Q9UI15', 'Q7Z4V5', 'Q969H8', 'P50416',
       'Q9Y315', 'P09758', 'P22102', 'Q99459', 'Q96KM6', 'P27694'],
      dtype='object')",0.558294935
SVM,"(Index(['Q15149', 'Q96NB2', 'Q03252', 'P18206', 'P13796', 'P30038', 'Q9NW82',
       'P29966', 'Q8WUY3', 'P78318', 'Q9GZU2', 'Q9Y315', 'P46926', 'O75533',
       'P27694', 'Q14974', 'P05386', 'P04049', 'Q2TAY7', 'O60645'],
      dtype='object'),)","Index(['Q96JP5', 'P07954', 'O15269', 'Q8N1S5', 'Q9NVC6', 'Q03252', 'O00468',
       'Q53H12', 'P35251', 'P20962', 'P11586', 'P29966', 'P53985', 'Q9BY42',
       'P49257', 'P46926', 'O75533', 'Q8WZA9', 'Q96PK6', 'Q8NB49'],
      dtype='object')",0.649117867
XGBoost,"(Index(['A6NIH7', 'Q15149', 'P98172', 'P20810', 'Q6XQN6', 'Q8N1S5', 'Q7KZF4',
       'Q14980', 'P02766', 'P12270', 'Q08211', 'Q13356', 'Q9P260', 'Q08379',
       'Q7Z4V5', 'Q9Y4K1', 'Q9Y2S6', 'Q8WZA9', 'O95613', 'Q8TEW0'],
      dtype='object'),)","Index(['P05154', 'Q8WWH5', 'Q96D53', 'P59768', 'Q9H3U1', 'Q15149', 'Q14008',
       'P98172', 'P20810', 'Q96D96', 'P53618', 'Q01831', 'Q99733', 'Q7KZF4',
       'O00468', 'Q14980', 'Q86VP6', 'P78362', 'P05091', 'Q9Y4K1'],
      dtype='object')",0.500325728
SVM,"(Index(['P36578', 'P02786', 'Q96D96', 'O14981', 'P19404', 'P43304', 'Q86TC9',
       'Q13573', 'P98196', 'P46821', 'P06454', 'Q13751', 'Q9H6R3', 'Q08380',
       'Q9UBI1', 'Q13123', 'O60231', 'Q9Y2S6', 'P39059', 'P05386'],
      dtype='object'),)","Index(['Q9Y4H2', 'O76031', 'P53618', 'P19404', 'O00468', 'P43304', 'Q8NCM8',
       'Q9NU22', 'P80723', 'P06454', 'Q9NW82', 'Q13356', 'P29966', 'Q4KMQ1',
       'Q6UWE0', 'P52758', 'Q9Y230', 'Q15833', 'O43432', 'O00339'],
      dtype='object')",0.407975068
SVM,"(Index(['O15042', 'Q96L58', 'Q15149', 'Q8N0Z6', 'P31948', 'O60716', 'Q8N1S5',
       'Q9NVC6', 'P09327', 'P02766', 'P16383', 'P06454', 'P62258', 'P05091',
       'Q9HC84', 'Q9C0H9', 'P78371', 'Q9Y2W6', 'Q01664', 'Q14643'],
      dtype='object'),)","Index(['Q9Y4H2', 'P05154', 'Q15149', 'P58107', 'P31948', 'O60716', 'Q8N1S5',
       'Q9UNF0', 'P02766', 'P98196', 'Q1KMD3', 'Q13751', 'O94906', 'Q9P032',
       'Q4KMQ1', 'P62258', 'P05091', 'Q9BQ69', 'P78371', 'O00339'],
      dtype='object')",0.414868361
SVM,"(Index(['P37108', 'P52701', 'P05154', 'Q14008', 'Q9H477', 'P20810', 'Q96D96',
       'Q8NBX0', 'P31327', 'Q13751', 'O43272', 'Q9NS91', 'P53985', 'Q9Y315',
       'Q9Y2S6', 'P98160', 'O43432', 'Q7Z3J2', 'Q68EM7', 'Q86UK7'],
      dtype='object'),)","Index(['P37108', 'P20810', 'Q9NVA2', 'Q01831', 'P49006', 'Q7Z3D6', 'Q9NVM6',
       'P27708', 'P62258', 'Q5JTZ9', 'P98160', 'Q9Y230', 'Q15833', 'O43432',
       'Q9P2E9', 'Q14195', 'A7MBM2', 'Q68EM7', 'P08727', 'Q14168'],
      dtype='object')",0.519684284
SVM,"(Index(['Q96L91', 'Q9BUP0', 'P08559', 'Q8N1S5', 'P17858', 'Q53G44', 'P15923',
       'Q13573', 'Q9H0R6', 'Q5JVF3', 'Q9C0C2', 'P62258', 'Q6UWE0', 'P10636',
       'Q92667', 'P19623', 'P22102', 'P04049', 'Q96SY0', 'P34897'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q6P2E9', 'O15357', 'Q99569', 'P08559', 'P13995', 'Q86TC9',
       'Q9H0R6', 'O95782', 'P11586', 'Q9BUK6', 'Q7Z4V5', 'Q6UWE0', 'Q9Y4K1',
       'Q9Y315', 'P78371', 'Q01664', 'P61970', 'Q32P44', 'O95319'],
      dtype='object')",0.491184058
SVM,"(Index(['Q8WWH5', 'Q9BUP0', 'Q8WVQ1', 'Q7Z5L9', 'Q9NVC6', 'Q03252', 'P43304',
       'P55263', 'Q9NW82', 'Q13751', 'Q9UHB6', 'O94906', 'Q9GZU2', 'P19623',
       'P09758', 'P39059', 'P27694', 'Q8N5M9', 'Q5JSZ5', 'Q2TAY7'],
      dtype='object'),)","Index(['Q9P258', 'Q9BQE4', 'P59768', 'O94826', 'P31948', 'Q03252', 'P13995',
       'Q53H12', 'Q8NCN4', 'O43823', 'Q9NW82', 'P20962', 'P35606', 'Q9NVZ3',
       'Q92667', 'P56182', 'Q9C0H9', 'P27694', 'Q15833', 'Q96PK6'],
      dtype='object')",0.426294436
SVM,"(Index(['Q96JP5', 'P59768', 'Q96L58', 'Q15063', 'P20810', 'Q5SQI0', 'Q99575',
       'Q86VP6', 'Q01995', 'Q9NS91', 'P62258', 'P10636', 'Q9C0H9', 'Q9BQ69',
       'P82970', 'Q96SB3', 'P04049', 'Q8NB49', 'Q8N556', 'P04114'],
      dtype='object'),)","Index(['Q9P258', 'Q15063', 'Q14498', 'O14981', 'Q9UNS1', 'Q99575', 'P53814',
       'P67809', 'Q9NW82', 'Q01995', 'P11586', 'Q9P260', 'Q9BUK6', 'Q9GZU2',
       'P62258', 'Q969H8', 'Q9UID3', 'P20618', 'P82970', 'O14744'],
      dtype='object')",0.45167476
SVM,"(Index(['P05154', 'Q96D53', 'P09327', 'P55060', 'Q9UBQ7', 'P02766', 'Q86VP6',
       'Q8TDL5', 'Q9Y2A7', 'Q8WUB8', 'Q4KMQ1', 'Q92925', 'A4D1S0', 'Q9Y2S6',
       'Q5T653', 'Q8N5M9', 'P04049', 'Q2TAY7', 'Q96PK6', 'Q01664'],
      dtype='object'),)","Index(['Q9BR61', 'O43837', 'P17858', 'Q9UBQ7', 'Q86TC9', 'O95785', 'O43395',
       'Q12888', 'O95782', 'Q6PK04', 'P29966', 'Q9NW13', 'Q14676', 'P27708',
       'P50416', 'Q92925', 'Q15833', 'Q01664', 'Q6YN16', 'P62913'],
      dtype='object')",0.544639569
XGBoost,"(Index(['P59768', 'O15042', 'P53618', 'P08559', 'P13796', 'Q53G44', 'P02766',
       'Q86VP6', 'Q96FQ6', 'Q92817', 'Q9BUK6', 'Q9NS91', 'P50416', 'Q8N1G4',
       'Q8IUD2', 'Q9BZE9', 'P10586', 'Q5JSZ5', 'Q01664', 'P04114'],
      dtype='object'),)","Index(['P59768', 'O15042', 'Q9H3U1', 'Q96D96', 'P08559', 'P55060', 'Q9BUH6',
       'P13796', 'P02766', 'Q86VP6', 'Q96FQ6', 'Q9H0R6', 'Q08211', 'Q92817',
       'O94906', 'Q9NS91', 'P27708', 'Q8IUD2', 'Q5JSZ5', 'O43795'],
      dtype='object')",0.401635971
SVM,"(Index(['Q9Y4H2', 'O76031', 'P59768', 'Q9BUP0', 'Q96NB2', 'Q9H477', 'P53618',
       'Q01831', 'P09327', 'P06753', 'P02766', 'P15923', 'Q8TDL5', 'P98196',
       'P49327', 'P10636', 'P09758', 'P22102', 'P20618', 'Q8N5M9'],
      dtype='object'),)","Index(['Q68DK7', 'Q96L58', 'Q8NFD5', 'P53618', 'Q9P1Y5', 'Q8N1S5', 'Q12955',
       'P13995', 'Q7Z7L1', 'Q7Z3D6', 'Q8IVT2', 'Q08357', 'P98196', 'Q8WUB8',
       'Q5JTZ9', 'Q92667', 'Q9Y4K1', 'P09758', 'Q8TE68', 'Q15785'],
      dtype='object')",0.415731596
SVM,"(Index(['Q6SPF0', 'P59768', 'Q9BUP0', 'Q9BR61', 'Q15042', 'O14981', 'Q5SQI0',
       'Q14554', 'A4D1S0', 'P22102', 'Q9HC84', 'Q9Y2S6', 'Q96KM6', 'O75369',
       'P98160', 'Q8IVF2', 'Q9H115', 'A7MBM2', 'P12821', 'O95490'],
      dtype='object'),)","Index(['A6NIH7', 'P59768', 'P30260', 'Q9Y490', 'Q8N4T8', 'Q9NVC6', 'O43837',
       'Q9NVZ3', 'P31483', 'Q9UHI6', 'Q92499', 'Q9Y2S6', 'P05386', 'Q8N556',
       'O14744', 'A6NKD9', 'Q16555', 'P09601', 'O00401', 'Q9C0C9'],
      dtype='object')",0.544638085
XGBoost,"(Index(['P98172', 'Q03252', 'P17858', 'O60701', 'O95782', 'Q01995', 'Q9H9Z2',
       'O43272', 'Q9UHV9', 'Q5JVF3', 'O76021', 'Q9Y4K1', 'P56182', 'O75369',
       'P33316', 'Q8TEW0', 'Q7Z3J2', 'P22234', 'Q8IVF2', 'Q9Y240'],
      dtype='object'),)","Index(['Q9BTD8', 'Q9BQE4', 'Q8WWH5', 'Q8N0Z6', 'O60716', 'Q96D96', 'Q9NVC6',
       'Q03252', 'Q9UNF0', 'Q86VP6', 'O60701', 'P16383', 'P27482', 'Q01995',
       'Q9UHV9', 'Q5JVF3', 'Q6UWE0', 'O75369', 'Q8TEW0', 'Q8IVF2'],
      dtype='object')",0.335744255
XGBoost,"(Index(['Q96JP5', 'Q8TCS8', 'O60716', 'Q15042', 'P26641', 'Q01813', 'Q53H12',
       'Q8NBX0', 'Q9Y2A7', 'P29966', 'Q9UHV9', 'Q08379', 'Q9GZU2', 'Q92667',
       'Q9UBI1', 'Q9HC84', 'P28838', 'Q5T653', 'P35637', 'Q8N556'],
      dtype='object'),)","Index(['Q9BTD8', 'Q8TCS8', 'P26641', 'Q8N1S5', 'P09327', 'O95336', 'Q53H12',
       'O95785', 'Q96ST3', 'Q6PK04', 'Q9NU22', 'P20962', 'P29966', 'Q13751',
       'Q52LJ0', 'Q9GZU2', 'Q92667', 'P56182', 'P61764', 'Q8N556'],
      dtype='object')",0.457058219
SVM,"(Index(['P05154', 'Q96C19', 'Q13423', 'Q96D96', 'Q9NVA2', 'P14555', 'Q9UNF0',
       'Q53G44', 'P02766', 'Q8TDL5', 'P78362', 'Q13751', 'Q8WUY3', 'O94906',
       'Q9GZU2', 'Q7Z4V5', 'P27708', 'Q13439', 'P46379', 'Q92804'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q15149', 'P31948', 'Q9UNS1', 'Q99733', 'Q9NVC6', 'Q7Z7L1',
       'P55060', 'Q53G44', 'Q9H9Z2', 'Q9UHV9', 'P78318', 'O60524', 'Q9NS91',
       'Q7Z4V5', 'P62258', 'Q9Y315', 'P20618', 'Q5T653', 'Q8TEX9'],
      dtype='object')",0.501266864
