Best Model,Best Model Forward Features,Best Model Backward Features,Best Model Score
SVM,"(Index(['P30260', 'P35221', 'Q96T51', 'Q14008', 'O60716', 'Q01831', 'P14555',
       'P42858', 'O60701', 'P05164', 'P06454', 'Q9H9Z2', 'Q9UHB6', 'O95425',
       'P33176', 'Q14676', 'Q13439', 'P05091', 'Q9NSD9', 'Q14761'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q16643', 'Q01831', 'Q7Z5L9', 'P13995', 'O60701', 'Q7Z6I8',
       'P05164', 'Q9H9Z2', 'O95425', 'Q9HCS7', 'O60524', 'P49327', 'Q9NS91',
       'Q14676', 'P05091', 'P09758', 'Q8N1G4', 'Q99459', 'Q15785'],
      dtype='object')",0.517113443
SVM,"(Index(['Q8TCS8', 'O94826', 'Q9BUP0', 'Q9NVA2', 'O14981', 'P09327', 'Q53G44',
       'P27482', 'P05164', 'Q12929', 'P20962', 'Q86Y79', 'O15020', 'Q9P032',
       'Q6UWE0', 'Q13439', 'Q9C0H9', 'P46926', 'O75369', 'Q8N5M9'],
      dtype='object'),)","Index(['A6NIH7', 'Q68DK7', 'P07954', 'O94826', 'P98172', 'Q96D96', 'O14981',
       'P09327', 'O43837', 'Q9BUH6', 'O60701', 'Q9Y2A7', 'O15020', 'P19623',
       'Q86UP2', 'Q99543', 'P56182', 'P46926', 'Q99459', 'Q5T653'],
      dtype='object')",0.684902952
SVM,"(Index(['Q6SPF0', 'P14555', 'Q5SQI0', 'Q9UNF0', 'P27482', 'Q01995', 'O60524',
       'Q9NS91', 'Q08380', 'Q92667', 'P22102', 'Q9HC84', 'Q96KM6', 'Q8N5M9',
       'P61764', 'Q9Y240', 'A7MBM2', 'Q86UK7', 'P42684', 'Q9UIF9'],
      dtype='object'),)","Index(['Q9P258', 'P35221', 'Q96C19', 'O14497', 'Q8N0Z6', 'Q9UNF0', 'Q9UBQ7',
       'Q86TC9', 'P78362', 'Q9HCS7', 'O75717', 'P62258', 'P52758', 'Q9HC84',
       'P30566', 'P27694', 'P35637', 'Q9H115', 'A7MBM2', 'P09417'],
      dtype='object')",0.515290102
XGBoost,"(Index(['Q9P258', 'Q68DK7', 'Q13423', 'O14981', 'Q9UNS1', 'P09327', 'O95336',
       'P02766', 'Q8NBX0', 'Q92817', 'Q9NVM6', 'Q9GZS1', 'P31040', 'Q9BQ69',
       'Q96SB3', 'Q96SY0', 'Q12788', 'Q96FS4', 'Q8IZ83', 'Q03001'],
      dtype='object'),)","Index(['Q13423', 'O14981', 'P02766', 'Q9Y277', 'Q92817', 'Q13356', 'O43272',
       'P78318', 'P49257', 'Q08380', 'Q8WUM0', 'P05386', 'Q15833', 'P35637',
       'Q6YN16', 'Q9Y240', 'A7MBM2', 'Q96FS4', 'Q96GD0', 'Q6PGP7'],
      dtype='object')",0.418129675
XGBoost,"(Index(['Q15149', 'Q96T51', 'O14497', 'P98172', 'Q14498', 'P08559', 'P14555',
       'P19404', 'O95336', 'Q01813', 'Q9Y277', 'P15923', 'P31327', 'P46821',
       'Q9H6R3', 'P31483', 'Q13439', 'Q969H8', 'P46926', 'Q9BZE9'],
      dtype='object'),)","Index(['P37108', 'P52701', 'Q8N4T8', 'Q96T51', 'P98172', 'P09327', 'P15923',
       'P16383', 'P98196', 'P31327', 'P46821', 'Q9GZU2', 'P35606', 'Q9P032',
       'Q7Z4V5', 'P31040', 'Q8WUM0', 'Q99543', 'P46926', 'Q8IYS2'],
      dtype='object')",0.564879891
SVM,"(Index(['Q96D53', 'Q8N0Z6', 'Q9P1Y5', 'P09327', 'P19404', 'P17858', 'Q53H12',
       'Q96FQ6', 'Q8NCM8', 'O95782', 'P27482', 'Q9NVM6', 'Q9GZS1', 'P27708',
       'P26006', 'P09758', 'Q9BW92', 'Q96KM6', 'P27694', 'P35637'],
      dtype='object'),)","Index(['P36578', 'A6NIH7', 'Q96D53', 'P07954', 'Q9H3U1', 'Q9P1Y5', 'Q8N1S5',
       'P18206', 'P17858', 'Q9UNF0', 'Q9Y277', 'Q7Z3D6', 'Q8NCM8', 'Q1ED39',
       'P98196', 'Q13356', 'Q9GZS1', 'P26006', 'Q92925', 'P35637'],
      dtype='object')",0.515686295
SVM,"(Index(['Q8WUQ7', 'Q68DK7', 'Q9BUP0', 'Q96D96', 'Q8N1S5', 'Q7KZF4', 'P09327',
       'P18206', 'Q9H0R6', 'O43823', 'Q08357', 'Q13356', 'Q9P260', 'Q9GZU2',
       'P35606', 'P31040', 'Q9NSD9', 'Q86UP2', 'Q8TE68', 'P13591'],
      dtype='object'),)","Index(['P07954', 'Q99569', 'Q01831', 'Q01813', 'P53814', 'O95782', 'Q08357',
       'P16383', 'Q9NU22', 'P46821', 'Q08379', 'P35606', 'Q14978', 'Q9UID3',
       'O75175', 'P46379', 'Q9BQ69', 'P20618', 'Q9Y2W6', 'P61970'],
      dtype='object')",0.513172074
SVM,"(Index(['P52701', 'Q9BQE4', 'O15042', 'Q8NFD5', 'Q9UNS1', 'Q99733', 'P42858',
       'O95336', 'P51452', 'P27482', 'P20962', 'O43272', 'O15020', 'P35606',
       'Q9UDT6', 'A4D1S0', 'P09758', 'P22102', 'P20618', 'Q8TEW0'],
      dtype='object'),)","Index(['O15357', 'O15042', 'Q8NFD5', 'Q8IYS1', 'Q13423', 'Q16643', 'Q9UNS1',
       'Q9UBQ7', 'Q7Z3D6', 'P53814', 'Q96FQ6', 'P80723', 'P29966', 'Q08380',
       'O75533', 'P98160', 'Q8WZA9', 'O95613', 'O43432', 'Q14643'],
      dtype='object')",0.539117905
SVM,"(Index(['Q8TCS8', 'P35221', 'Q9H3U1', 'P58107', 'P31948', 'Q15042', 'Q96D96',
       'P14555', 'Q8N1S5', 'Q9NVC6', 'Q7KZF4', 'Q53H12', 'P27708', 'Q9UKD2',
       'P46926', 'Q15833', 'P35637', 'Q8NB49', 'Q96SY0', 'Q14195'],
      dtype='object'),)","Index(['O76031', 'Q96L91', 'Q9UNF1', 'P58107', 'Q8N0Z6', 'Q6XQN6', 'Q9H7E9',
       'Q13573', 'P35240', 'P06454', 'Q9NW82', 'Q9NVM6', 'P27708', 'Q5JTZ9',
       'P05091', 'Q9C0H9', 'Q96SB3', 'O95613', 'A6NKD9', 'Q9HA77'],
      dtype='object')",0.592771589
SVM,"(Index(['Q9BQE4', 'P35221', 'Q15149', 'Q5VSL9', 'O15269', 'Q96D96', 'Q9NVA2',
       'Q7Z7L1', 'P06753', 'Q13573', 'Q8NCM8', 'Q13751', 'Q5JVF3', 'Q10471',
       'P46379', 'Q9NSD9', 'Q9HC84', 'P11388', 'A6NKD9', 'Q9Y240'],
      dtype='object'),)","Index(['Q9BQE4', 'Q6P2E9', 'P35221', 'Q15149', 'P06753', 'Q7Z3D6', 'Q13573',
       'O94906', 'Q5JVF3', 'Q9UBI1', 'Q9Y4K1', 'Q9NSD9', 'Q9Y315', 'Q9HC84',
       'Q8N1G4', 'Q8WZA9', 'Q5JWF2', 'O14744', 'Q8IVF2', 'Q9H115'],
      dtype='object')",0.565623815
SVM,"(Index(['P37108', 'Q96D53', 'Q9H3U1', 'Q5VSL9', 'O14497', 'Q8NFD5', 'O60716',
       'Q9NX63', 'Q8N1S5', 'P18206', 'Q8TDX7', 'O60701', 'O43823', 'Q1ED39',
       'Q08357', 'P46821', 'P06454', 'P11586', 'Q52LJ0', 'O75717'],
      dtype='object'),)","Index(['Q6SPF0', 'Q9P258', 'Q96C19', 'P58107', 'P26641', 'Q8N1S5', 'P13995',
       'Q7Z7L1', 'P13796', 'Q8NCM8', 'O60701', 'Q7Z6I8', 'Q1ED39', 'Q08357',
       'Q9UHB6', 'Q14676', 'P27708', 'Q92925', 'A6NCS6', 'Q9HC84'],
      dtype='object')",0.461832039
SVM,"(Index(['Q9Y4H2', 'P59768', 'P31350', 'P49006', 'Q12955', 'P13796', 'Q8NBX0',
       'Q15293', 'P46821', 'Q92817', 'O75369', 'Q8WZA9', 'Q8N556', 'Q9Y2W6',
       'Q9P2E9', 'P08727', 'Q96CW5', 'Q9BRX8', 'P07814', 'P12821'],
      dtype='object'),)","Index(['Q6SPF0', 'P59768', 'O14981', 'P13995', 'Q9NU22', 'O75569', 'Q08211',
       'Q92817', 'P31483', 'O00273', 'Q08380', 'Q8WUM0', 'Q9UKD2', 'Q8TE68',
       'P20618', 'Q9UQ80', 'Q8N556', 'Q9Y2W6', 'P61970', 'P08727'],
      dtype='object')",0.453447248
SVM,"(Index(['P05154', 'Q9BQE4', 'P58107', 'Q9BR61', 'Q14498', 'P20810', 'Q12955',
       'P42858', 'P19404', 'Q53G44', 'Q86TC9', 'Q8TDL5', 'P27482', 'Q01995',
       'Q9NSD9', 'Q9HC84', 'P27694', 'P82970', 'Q8WZA9', 'P35637'],
      dtype='object'),)","Index(['Q96JP5', 'P52701', 'P05154', 'P35221', 'Q14498', 'P26641', 'Q03252',
       'Q99575', 'Q53G44', 'P55263', 'Q4KMQ1', 'Q969H8', 'Q08380', 'Q9HC84',
       'Q99459', 'P82970', 'P10586', 'P13591', 'Q8WZA9', 'Q02318'],
      dtype='object')",0.496195005
XGBoost,"(Index(['Q8WVQ1', 'O14497', 'Q14008', 'P31948', 'P31350', 'O14981', 'Q6XQN6',
       'Q8N1S5', 'Q01813', 'Q9UNF0', 'Q9UBQ7', 'O60701', 'O95782', 'Q8WUB8',
       'Q9NR33', 'Q9NS91', 'Q0VDF9', 'Q9HC84', 'Q92499', 'P04049'],
      dtype='object'),)","Index(['O14497', 'O95801', 'Q9UNS1', 'Q12955', 'Q99575', 'Q9UNF0', 'Q9UBQ7',
       'Q9Y277', 'P15923', 'P05164', 'O75569', 'Q13356', 'Q8WUY3', 'Q9NR33',
       'Q9GZU2', 'P27708', 'Q0VDF9', 'Q5JSZ5', 'P35637', 'P61970'],
      dtype='object')",0.572312674
SVM,"(Index(['Q6SPF0', 'Q96L91', 'Q9H3U1', 'Q13423', 'Q96D96', 'O14981', 'Q9BUH6',
       'P06753', 'Q9Y277', 'Q7Z3D6', 'O43395', 'P55263', 'P11586', 'Q86Y79',
       'Q7Z4V5', 'P27708', 'P52758', 'O60231', 'Q92499', 'Q15833'],
      dtype='object'),)","Index(['Q8WUQ7', 'P05154', 'Q9UNF1', 'P30260', 'Q8IYS1', 'Q9UNS1', 'Q9BUH6',
       'Q01813', 'P06753', 'Q14980', 'Q9UNF0', 'Q9Y277', 'Q7Z3D6', 'O95782',
       'P29966', 'Q9NVM6', 'P62258', 'Q13439', 'O60231', 'Q9UHI6'],
      dtype='object')",0.667716305
SVM,"(Index(['Q9Y4H2', 'P55036', 'Q15063', 'P20810', 'Q8N1S5', 'Q7Z7L1', 'Q9UNF0',
       'Q53G44', 'Q86VP6', 'Q8TDL5', 'P20962', 'Q13356', 'Q9NW13', 'Q9BUK6',
       'P10636', 'P05091', 'P26006', 'A6NCS6', 'Q8IUD2', 'P20618'],
      dtype='object'),)","Index(['Q9Y4H2', 'A6NIH7', 'Q8TCS8', 'A1X283', 'Q6P2E9', 'P07954', 'Q14008',
       'Q9NX63', 'P31350', 'P09327', 'O43837', 'Q9UNF0', 'Q7Z6I8', 'P35240',
       'P55263', 'P29966', 'Q8WUY3', 'Q96CT7', 'Q0VDF9', 'P04049'],
      dtype='object')",0.439378101
SVM,"(Index(['O15042', 'Q9Y490', 'Q9P1Y5', 'Q7KZF4', 'P09327', 'P18206', 'P19404',
       'Q6PK04', 'Q12929', 'Q01995', 'P11586', 'O76021', 'Q9P032', 'Q4KMQ1',
       'P27708', 'P49257', 'Q15833', 'Q6YN16', 'Q9HA77', 'P09417'],
      dtype='object'),)","Index(['A6NIH7', 'P07954', 'O15269', 'Q7Z5L9', 'P18206', 'P19404', 'Q14980',
       'Q7Z6I8', 'Q01995', 'P11586', 'Q4KMQ1', 'Q9NVZ3', 'P27708', 'Q0VDF9',
       'Q15785', 'Q5T653', 'Q15833', 'Q8N556', 'Q9NQG6', 'Q9H115'],
      dtype='object')",0.459815868
SVM,"(Index(['Q9BQE4', 'Q8TAE8', 'Q6XQN6', 'Q8TDL5', 'P78318', 'Q9BY42', 'P62258',
       'Q969H8', 'P05091', 'Q92925', 'O75175', 'P09758', 'Q8TE68', 'Q9UHI6',
       'P30566', 'Q9BW92', 'Q15785', 'O75369', 'Q32P44', 'P15428'],
      dtype='object'),)","Index(['P31350', 'Q9Y277', 'O95425', 'Q86Y79', 'Q5JVF3', 'P78318', 'P62258',
       'Q969H8', 'O75175', 'P30566', 'Q15785', 'O75369', 'P35637', 'Q01664',
       'Q969Q5', 'O00339', 'P34897', 'Q9H0D6', 'Q92797', 'O75643'],
      dtype='object')",0.600176388
SVM,"(Index(['Q8WUQ7', 'A6NIH7', 'A1X283', 'Q9UNF1', 'Q15149', 'Q9NVA2', 'Q86TC9',
       'Q8NCM8', 'O95782', 'P05164', 'Q92817', 'Q9H9Z2', 'Q9UHB6', 'Q52LJ0',
       'Q9NVZ3', 'Q9UID3', 'Q92667', 'Q86XP3', 'Q99543', 'Q8TEX9'],
      dtype='object'),)","Index(['Q8WUQ7', 'A1X283', 'Q9UNF1', 'P30260', 'Q14008', 'Q8N0Z6', 'P18206',
       'Q01813', 'Q86TC9', 'O75569', 'Q9H9Z2', 'O43272', 'Q9NR33', 'Q9BUK6',
       'P62258', 'P05386', 'Q8TEX9', 'P35637', 'Q9HC35', 'Q14195'],
      dtype='object')",0.468346777
SVM,"(Index(['Q96L91', 'O15042', 'O94826', 'Q14498', 'Q7Z5L9', 'Q12888', 'P80723',
       'P46821', 'Q9Y2A7', 'Q9NW82', 'P11586', 'Q9NW13', 'Q9P032', 'P49257',
       'P31040', 'Q9UBI1', 'P22102', 'Q92499', 'Q8N5M9', 'P10586'],
      dtype='object'),)","Index(['Q96L91', 'O94826', 'Q8WVQ1', 'Q13423', 'Q7Z5L9', 'Q9NVC6', 'Q12888',
       'Q08357', 'Q13356', 'Q8WUB8', 'Q5JVF3', 'Q14676', 'P31040', 'Q9UID3',
       'Q9UBI1', 'P26006', 'P56182', 'Q92499', 'O43432', 'P04114'],
      dtype='object')",0.582308289
SVM,"(Index(['O76031', 'Q8WWH5', 'P59768', 'Q9BUP0', 'P58107', 'Q8N0Z6', 'Q9H477',
       'Q7Z7L1', 'Q8NCN4', 'Q8IVT2', 'P06454', 'Q1KMD3', 'Q9NW13', 'P33176',
       'P27708', 'P05091', 'Q9HC84', 'Q9C0H9', 'Q9H0N5', 'P13591'],
      dtype='object'),)","Index(['O76031', 'Q9P258', 'O15042', 'Q01780', 'P58107', 'O60716', 'O14981',
       'Q9NVC6', 'P67809', 'Q7Z6I8', 'Q08357', 'P98196', 'Q92817', 'Q01995',
       'Q1KMD3', 'Q8WUY3', 'Q7Z4V5', 'Q8IUD2', 'P13591', 'Q92804'],
      dtype='object')",0.497875222
SVM,"(Index(['Q8WUQ7', 'Q8N0Z6', 'Q6XQN6', 'Q9P1Y5', 'P13796', 'Q8NCN4', 'Q8NCM8',
       'P30038', 'P98196', 'Q08380', 'A6NCS6', 'Q9H0N5', 'P13591', 'P04114',
       'Q32P44', 'Q14195', 'Q9Y240', 'A7MBM2', 'P15428', 'Q53EL6'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q6XQN6', 'Q9P1Y5', 'P49006', 'Q9H7E9', 'P55060', 'P06753',
       'O60701', 'O95782', 'Q6PK04', 'Q9UHB6', 'O15020', 'Q969H8', 'Q9UQ35',
       'Q9H0N5', 'P13591', 'Q15075', 'P04114', 'Q14195', 'Q9Y240'],
      dtype='object')",0.484877472
SVM,"(Index(['Q9BUP0', 'Q96NB2', 'Q8IYS1', 'Q96D96', 'P09327', 'Q5SQI0', 'O00468',
       'Q8NCN4', 'P02766', 'P15923', 'P16383', 'Q9GZU2', 'Q9UI15', 'P04049',
       'Q01664', 'Q02318', 'P24941', 'Q9H115', 'Q8NFW8', 'Q96CW5'],
      dtype='object'),)","Index(['Q96JP5', 'Q9Y4H2', 'Q15042', 'Q99569', 'P13995', 'P17858', 'Q8NCN4',
       'Q14980', 'Q9Y277', 'Q8NCM8', 'P16383', 'Q14554', 'Q9UI15', 'Q9UID3',
       'P30566', 'P35637', 'Q01664', 'P42285', 'Q8NFW8', 'Q96FS4'],
      dtype='object')",0.636941562
XGBoost,"(Index(['Q9Y4H2', 'Q6SPF0', 'Q9BUP0', 'Q9GZT9', 'Q8NFD5', 'Q14008', 'Q7Z5L9',
       'P42858', 'Q8NCN4', 'Q96ST3', 'P35251', 'Q7Z460', 'Q9NVM6', 'P49327',
       'Q14676', 'Q9UQ35', 'P19623', 'P52758', 'Q92499', 'P30566'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q9NQP4', 'Q9GZT9', 'Q99733', 'Q8NCN4', 'O43395', 'Q96ST3',
       'P35251', 'P35240', 'Q01995', 'Q52LJ0', 'P49458', 'Q14978', 'Q7Z4V5',
       'Q92925', 'A6NCS6', 'Q99543', 'P28838', 'Q99459', 'P30566'],
      dtype='object')",0.390160897
SVM,"(Index(['P53618', 'Q99733', 'P14555', 'Q86TC9', 'Q9H0R6', 'Q13356', 'P11586',
       'P49257', 'Q96CT7', 'P22102', 'P61764', 'O14744', 'Q01664', 'P04114',
       'P61970', 'Q96SY0', 'Q9H115', 'Q68EM7', 'O95319', 'P49788'],
      dtype='object'),)","Index(['P36578', 'Q9BQE4', 'Q9BUP0', 'P53618', 'Q9P1Y5', 'Q9NVC6', 'Q8NCN4',
       'P43304', 'Q86TC9', 'Q9H0R6', 'Q13751', 'P27708', 'P22102', 'Q9BQ69',
       'O14744', 'Q68EM7', 'Q86UK7', 'O95319', 'O14578', 'P49788'],
      dtype='object')",0.53804387
SVM,"(Index(['Q8TCS8', 'Q68DK7', 'P02786', 'O94826', 'Q99569', 'O95801', 'P49006',
       'Q7KZF4', 'Q14980', 'P43304', 'P35240', 'Q9H6R3', 'O76021', 'P53985',
       'Q9UBI1', 'Q9Y315', 'Q99459', 'P20618', 'P27694', 'P10586'],
      dtype='object'),)","Index(['P55036', 'O94826', 'Q8N4T8', 'Q99569', 'Q7KZF4', 'Q5SQI0', 'P42858',
       'Q9Y277', 'Q12888', 'Q8NCM8', 'Q6PK04', 'P35240', 'Q08211', 'P29966',
       'O15020', 'P53985', 'P31483', 'Q6UWE0', 'Q9UID3', 'Q96SB3'],
      dtype='object')",0.572770634
SVM,"(Index(['P52701', 'Q13423', 'Q9NX63', 'Q99733', 'P14555', 'Q9NVC6', 'P42858',
       'Q53G44', 'Q8NBX0', 'P31327', 'Q01995', 'P11586', 'Q9NVM6', 'P78318',
       'Q14978', 'Q9UDT6', 'P27708', 'A6NCS6', 'P09758', 'P56182'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q01780', 'Q96L58', 'P58107', 'Q9BR61', 'Q96NB2', 'Q9NX63',
       'Q01831', 'Q9P1Y5', 'P13796', 'Q12929', 'Q1KMD3', 'Q5JVF3', 'Q9UDT6',
       'Q10471', 'P46379', 'P56182', 'Q92499', 'P46926', 'Q15785'],
      dtype='object')",0.550742005
SVM,"(Index(['Q96C19', 'Q13423', 'O14981', 'P19404', 'Q9Y277', 'Q12888', 'O60701',
       'P98196', 'Q12929', 'Q8WUY3', 'P10636', 'P05091', 'P46926', 'Q9BQ69',
       'Q5JWF2', 'A6NKD9', 'Q8IVF2', 'Q9H115', 'A7MBM2', 'Q9Y5V0'],
      dtype='object'),)","Index(['A6NIH7', 'P30260', 'P35221', 'Q9GZT9', 'Q14498', 'Q9H477', 'Q5SQI0',
       'Q8TDX7', 'Q12888', 'O60701', 'P31327', 'Q8WUY3', 'O00273', 'Q9UBI1',
       'P30566', 'P35637', 'Q14195', 'O95319', 'P12081', 'Q14134'],
      dtype='object')",0.45890738
XGBoost,"(Index(['P37108', 'Q68DK7', 'Q01780', 'Q9H3U1', 'Q9BR61', 'Q8N1S5', 'P55060',
       'Q86TC9', 'Q9H0R6', 'Q08357', 'P80723', 'Q9NVM6', 'Q14676', 'Q6UWE0',
       'P46379', 'Q99543', 'O75369', 'P33316', 'Q15075', 'P62913'],
      dtype='object'),)","Index(['Q8N1S5', 'Q14980', 'Q9UNF0', 'O95782', 'P80723', 'P20962', 'Q9NVM6',
       'Q9BUK6', 'Q9GZU2', 'Q6UWE0', 'Q969H8', 'Q92667', 'O75175', 'O75369',
       'Q5T653', 'O43795', 'Q96PK6', 'Q9HA77', 'Q14195', 'P09417'],
      dtype='object')",0.603048149
XGBoost,"(Index(['P37108', 'Q8IYS1', 'Q13423', 'P98172', 'O14981', 'P08559', 'Q12955',
       'Q7Z7L1', 'Q53H12', 'Q53G44', 'P27482', 'P80723', 'P55263', 'Q9NS91',
       'P31483', 'O00273', 'P26006', 'P56182', 'P46926', 'Q9H0D6'],
      dtype='object'),)","Index(['Q68DK7', 'Q15063', 'Q8IYS1', 'P98172', 'Q9NX63', 'P08559', 'Q8N1S5',
       'P49006', 'Q53G44', 'Q13573', 'Q9H0R6', 'Q52LJ0', 'P35232', 'Q9NS91',
       'Q10471', 'P31483', 'Q92667', 'P26006', 'Q9Y2S6', 'Q16555'],
      dtype='object')",0.700694383
SVM,"(Index(['Q9BTD8', 'P59768', 'Q6P2E9', 'Q9Y490', 'Q9H3U1', 'Q9UNS1', 'Q8N1S5',
       'P09327', 'Q6P1J9', 'P15923', 'P29966', 'Q13751', 'Q9UHB6', 'O60524',
       'Q9NS91', 'P10636', 'A6NCS6', 'P56182', 'P78371', 'Q8N556'],
      dtype='object'),)","Index(['Q8TCS8', 'Q8WWH5', 'Q9UNF1', 'Q8WVQ1', 'Q15063', 'Q8TAE8', 'Q15042',
       'P08559', 'Q9NVC6', 'Q9BUH6', 'Q53H12', 'Q96FQ6', 'Q6PK04', 'P06454',
       'P20962', 'O15020', 'P27708', 'P50416', 'O43795', 'P04114'],
      dtype='object')",0.650311192
SVM,"(Index(['Q9BQE4', 'Q8WWH5', 'Q5VSL9', 'P98172', 'P55060', 'Q8NCN4', 'Q53G44',
       'Q01995', 'Q9UI15', 'Q4KMQ1', 'Q10471', 'Q7Z4V5', 'Q9UID3', 'P05091',
       'Q96CT7', 'Q9UHB9', 'Q01664', 'P61970', 'Q14643', 'Q69YQ0'],
      dtype='object'),)","Index(['Q6XQN6', 'Q01831', 'Q9P1Y5', 'Q99575', 'P35251', 'O75569', 'Q08211',
       'Q9NS91', 'Q4KMQ1', 'Q9UID3', 'Q9UBI1', 'P09758', 'Q9BQ69', 'P27694',
       'Q8N5M9', 'Q15833', 'P04049', 'Q92804', 'Q68EM7', 'Q86UK7'],
      dtype='object')",0.594476611
SVM,"(Index(['Q8N0Z6', 'Q16643', 'Q9H7E9', 'P55060', 'Q99575', 'Q86TC9', 'Q9Y277',
       'O75569', 'Q9P260', 'Q86Y79', 'P10636', 'Q9UBI1', 'Q99543', 'Q9BQ69',
       'O43795', 'Q969Q5', 'Q14643', 'Q9Y240', 'Q6PUV4', 'O14578'],
      dtype='object'),)","Index(['Q9Y4H2', 'P30260', 'Q9BR61', 'P08559', 'O43837', 'Q99575', 'Q9Y277',
       'P98196', 'Q9Y2A7', 'Q86Y79', 'Q9GZU2', 'Q4KMQ1', 'P05091', 'Q9Y2S6',
       'Q9BQ69', 'Q15833', 'Q9NQG6', 'P62913', 'Q16555', 'Q9Y240'],
      dtype='object')",0.572237718
SVM,"(Index(['Q8WUQ7', 'P30260', 'P35221', 'Q8WVQ1', 'Q8TAE8', 'P20810', 'P42858',
       'P55060', 'Q8IVT2', 'P35251', 'P55263', 'Q9UHB6', 'Q8WUB8', 'Q9BY42',
       'P05091', 'Q9UBI1', 'Q96CT7', 'Q8IYS2', 'P98160', 'P78371'],
      dtype='object'),)","Index(['Q9BTD8', 'P30260', 'Q8N4T8', 'P35221', 'Q9GZT9', 'P53618', 'P18206',
       'Q8TDX7', 'Q8NCM8', 'Q08357', 'Q9UHB6', 'O94906', 'P05091', 'Q9Y315',
       'P46926', 'Q14974', 'Q96SB3', 'P98160', 'Q9Y230', 'Q8NB49'],
      dtype='object')",0.641968415
SVM,"(Index(['P37108', 'Q9NQP4', 'P26641', 'Q96D96', 'Q9UNS1', 'Q9BUH6', 'P43304',
       'Q7Z3D6', 'P11586', 'P29966', 'Q9NW13', 'P49458', 'O75717', 'Q08379',
       'Q9C0H9', 'P30566', 'Q9Y2S6', 'Q15785', 'Q96KM6', 'P78371'],
      dtype='object'),)","Index(['Q9GZT9', 'Q6XQN6', 'P49006', 'P17858', 'Q9H7E9', 'Q9BUH6', 'Q01813',
       'P43304', 'Q14554', 'Q7Z460', 'O75717', 'Q9UDT6', 'Q13439', 'Q9C0H9',
       'Q14761', 'Q96KM6', 'Q9BQ69', 'O75369', 'Q9BZE9', 'Q06323'],
      dtype='object')",0.555941514
XGBoost,"(Index(['P52701', 'P55036', 'P02786', 'Q5VSL9', 'Q8IYS1', 'Q8N0Z6', 'O60716',
       'P31350', 'P42858', 'Q9Y277', 'Q13573', 'Q9H0R6', 'P98196', 'Q8WUB8',
       'Q14676', 'Q4KMQ1', 'Q7Z4V5', 'Q96CT7', 'A6NCS6', 'P20618'],
      dtype='object'),)","Index(['O76031', 'Q9P258', 'P02786', 'O94826', 'Q8N4T8', 'Q5VSL9', 'Q8TAE8',
       'Q9NX63', 'P31350', 'Q9NVA2', 'Q9UBQ7', 'P43304', 'Q9Y277', 'Q9H0R6',
       'P98196', 'Q9NW82', 'Q8WUB8', 'Q7Z4V5', 'A6NCS6', 'Q9BQ69'],
      dtype='object')",0.478953509
SVM,"(Index(['P59768', 'Q9BUP0', 'P20810', 'Q01831', 'P49006', 'Q12955', 'P17858',
       'P13796', 'Q9UNF0', 'P51452', 'Q86TC9', 'Q7Z3D6', 'P16383', 'Q4KMQ1',
       'P05091', 'P56182', 'Q15075', 'Q6YN16', 'P54920', 'Q14168'],
      dtype='object'),)","Index(['Q9BR61', 'P53618', 'O00468', 'P17858', 'Q9UNF0', 'Q86TC9', 'Q7Z3D6',
       'Q9H0R6', 'P06454', 'O43272', 'Q9NS91', 'Q9UID3', 'P52758', 'Q0VDF9',
       'P56182', 'P30566', 'Q5T653', 'Q15075', 'O00339', 'Q14168'],
      dtype='object')",0.644561551
SVM,"(Index(['Q96JP5', 'Q68DK7', 'P59768', 'Q8N4T8', 'Q15063', 'Q9H477', 'O14981',
       'P02766', 'Q9Y277', 'O60701', 'P16383', 'P80723', 'P35240', 'Q92817',
       'Q9UI15', 'P10636', 'Q9C0H9', 'Q14761', 'Q9Y2S6', 'Q96SB3'],
      dtype='object'),)","Index(['O76031', 'Q9BTD8', 'Q8WWH5', 'O94826', 'Q9H3U1', 'Q8TDX7', 'P43304',
       'Q9Y277', 'O60701', 'Q6PK04', 'Q1KMD3', 'P49458', 'O60524', 'O76021',
       'P53985', 'Q969H8', 'Q92925', 'Q9Y4K1', 'Q8N5M9', 'Q14974'],
      dtype='object')",0.592494993
XGBoost,"(Index(['Q8WUQ7', 'P05154', 'Q9Y490', 'O94826', 'P35221', 'Q15063', 'O15269',
       'O14981', 'P53814', 'P29966', 'Q9UHV9', 'P35232', 'Q9H6R3', 'Q92667',
       'Q99459', 'Q8IUD2', 'Q5JWF2', 'Q2TAY7', 'Q96PK6', 'Q32P44'],
      dtype='object'),)","Index(['Q9Y490', 'O94826', 'O14497', 'P98172', 'O95801', 'Q99733', 'P49006',
       'O95336', 'P55060', 'P15923', 'Q15293', 'O75569', 'O43272', 'Q9NR33',
       'Q5JVF3', 'O15020', 'Q99459', 'O75533', 'Q96KM6', 'Q96PK6'],
      dtype='object')",0.63969682
